condition,coherence,time,evidence,action
3,0.5,4,-0,0
3,0.5,5,1,0
3,0.5,6,2,0
3,0.5,7,1,0
3,0.5,8,2,0
3,0.5,9,1,0
3,0.5,10,-0,0
3,0.5,11,1,0
3,0.5,12,2,0
3,0.5,13,3,0
3,0.5,14,4,0
3,0.5,15,3,0
3,0.5,16,4,0
3,0.5,17,5,1
3,0.5,1,1,0
3,0.5,2,2,0
3,0.5,3,1,0
3,0.5,4,2,0
3,0.5,5,1,0
3,0.5,6,2,0
3,0.5,7,3,0
3,0.5,8,4,0
3,0.5,9,5,0
3,0.5,10,4,1
3,0.5,1,-1,0
3,0.5,2,0,0
3,0.5,3,1,0
3,0.5,4,0,0
3,0.5,5,-1,0
3,0.5,6,0,0
3,0.5,7,1,0
3,0.5,8,2,0
3,0.5,9,1,0
3,0.5,10,2,0
3,0.5,11,3,1
3,0.28,1,1,0
3,0.28,2,2,0
3,0.28,3,3,0
3,0.28,4,4,0
3,0.28,5,3,0
3,0.28,6,4,0
3,0.28,7,5,0
3,0.28,8,6,0
3,0.28,9,7,1
3,0.5,1,1,0
3,0.5,2,2,0
3,0.5,3,1,0
3,0.5,4,-0,0
3,0.5,5,-1,0
3,0.5,6,-2,0
3,0.5,7,-1,0
3,0.5,8,-0,0
3,0.5,9,-1,0
3,0.5,10,-0,0
3,0.5,11,1,0
3,0.5,12,2,0
3,0.5,13,3,0
3,0.5,14,4,0
3,0.5,15,3,1
3,0.72,1,1,0
3,0.72,2,2,0
3,0.72,3,3,0
3,0.72,4,4,0
3,0.72,5,5,0
3,0.72,6,6,0
3,0.72,7,7,1
3,0.5,1,1,0
3,0.5,2,2,0
3,0.5,3,3,0
3,0.5,4,4,0
3,0.5,5,5,1
3,0.5,1,-1,0
3,0.5,2,0,0
3,0.5,3,-1,0
3,0.5,4,-2,0
3,0.5,5,-3,0
3,0.5,6,-4,0
3,0.5,7,-3,0
3,0.5,8,-2,0
3,0.5,9,-1,0
3,0.5,10,0,1
3,0.5,1,1,0
3,0.5,2,2,0
3,0.5,3,1,0
3,0.5,4,2,0
3,0.5,5,3,0
3,0.5,6,4,0
3,0.5,7,5,1
3,0.5,1,-1,0
3,0.5,2,0,0
3,0.5,3,1,0
3,0.5,4,2,0
3,0.5,5,3,0
3,0.5,6,4,0
3,0.5,7,5,0
3,0.5,8,4,0
3,0.5,9,3,0
3,0.5,10,4,0
3,0.5,11,3,0
3,0.5,12,2,1
3,0.5,1,-1,0
3,0.5,2,-0,0
3,0.5,3,1,0
3,0.5,4,2,0
3,0.5,5,3,0
3,0.5,6,2,0
3,0.5,7,1,0
3,0.5,8,-0,0
3,0.5,9,1,0
3,0.5,10,2,0
3,0.5,11,1,0
3,0.5,12,2,1
3,0.5,1,1,0
3,0.5,2,2,0
3,0.5,3,1,0
3,0.5,4,-0,0
3,0.5,5,1,0
3,0.5,6,2,0
3,0.5,7,3,0
3,0.5,8,2,0
3,0.5,9,3,0
3,0.5,10,2,0
3,0.5,11,1,0
3,0.5,12,2,0
3,0.5,13,1,0
3,0.5,14,2,0
3,0.5,15,1,0
3,0.5,16,2,0
3,0.5,17,3,0
3,0.5,18,4,0
3,0.5,19,3,0
3,0.5,20,4,0
3,0.5,21,5,0
3,0.5,22,6,0
3,0.5,23,5,0
3,0.5,24,4,0
3,0.5,25,3,0
3,0.5,26,4,0
3,0.5,27,5,1
3,0.5,1,1,0
3,0.5,2,2,0
3,0.5,3,3,0
3,0.5,4,4,0
3,0.5,5,3,0
3,0.5,6,4,0
3,0.5,7,5,0
3,0.5,8,6,1
3,0.5,1,1,0
3,0.5,2,2,0
3,0.5,3,1,0
3,0.5,4,2,0
3,0.5,5,3,1
3,0.5,1,-1,0
3,0.5,2,-2,0
3,0.5,3,-1,0
3,0.5,4,0,0
3,0.5,5,1,0
3,0.5,6,2,0
3,0.5,7,3,0
3,0.5,8,4,1
3,0.28,1,1,0
3,0.28,2,2,0
3,0.28,3,3,0
3,0.28,4,2,0
3,0.28,5,1,0
3,0.28,6,2,0
3,0.28,7,3,0
3,0.28,8,4,0
3,0.28,9,5,0
3,0.28,10,6,0
3,0.28,11,7,0
3,0.28,12,8,0
3,0.28,13,9,0
3,0.28,14,10,0
3,0.28,15,9,0
3,0.28,16,10,0
3,0.28,17,11,0
3,0.28,18,12,1
3,0.28,1,1,0
3,0.28,2,2,0
3,0.28,3,1,0
3,0.28,4,2,0
3,0.28,5,3,0
3,0.28,6,4,1
3,0.5,1,-1,0
3,0.5,2,-2,0
3,0.5,3,-1,0
3,0.5,4,-2,0
3,0.5,5,-1,0
3,0.5,6,0,0
3,0.5,7,1,0
3,0.5,8,0,0
3,0.5,9,-1,0
3,0.5,10,-2,0
3,0.5,11,-3,0
3,0.5,12,-2,0
3,0.5,13,-3,0
3,0.5,14,-2,0
3,0.5,15,-1,0
3,0.5,16,0,0
3,0.5,17,-1,0
3,0.5,18,0,0
3,0.5,19,1,1
3,0.5,1,-1,0
3,0.5,2,-0,0
3,0.5,3,1,0
3,0.5,4,2,0
3,0.5,5,1,0
3,0.5,6,-0,0
3,0.5,7,1,0
3,0.5,8,2,0
3,0.5,9,3,0
3,0.5,10,4,0
3,0.5,11,5,1
3,0.28,1,1,0
3,0.28,2,-0,0
3,0.28,3,1,0
3,0.28,4,2,0
3,0.28,5,3,0
3,0.28,6,4,0
3,0.28,7,5,0
3,0.28,8,4,1
3,0.28,1,-1,0
3,0.28,2,-0,0
3,0.28,3,-1,0
3,0.28,4,-0,0
3,0.28,5,1,0
3,0.28,6,2,0
3,0.28,7,3,0
3,0.28,8,4,0
3,0.28,9,5,1
3,0.72,1,1,0
3,0.72,2,0,0
3,0.72,3,1,0
3,0.72,4,2,0
3,0.72,5,3,0
3,0.72,6,4,0
3,0.72,7,3,0
3,0.72,8,4,0
3,0.72,9,5,0
3,0.72,10,6,0
3,0.72,11,7,0
3,0.72,12,6,0
3,0.72,13,7,0
3,0.72,14,8,0
3,0.72,15,9,0
3,0.72,16,10,0
3,0.72,17,11,1
3,0.5,1,-1,0
3,0.5,2,-0,0
3,0.5,3,1,0
3,0.5,4,-0,0
3,0.5,5,-1,0
3,0.5,6,-0,0
3,0.5,7,1,0
3,0.5,8,-0,0
3,0.5,9,1,0
3,0.5,10,2,0
3,0.5,11,3,0
3,0.5,12,2,0
3,0.5,13,1,0
3,0.5,14,-0,0
3,0.5,15,1,0
3,0.5,16,-0,0
3,0.5,17,1,0
3,0.5,18,2,0
3,0.5,19,1,0
3,0.5,20,2,0
3,0.5,21,3,1
3,0.5,1,-1,0
3,0.5,2,-0,0
3,0.5,3,1,0
3,0.5,4,2,0
3,0.5,5,3,0
3,0.5,6,4,0
3,0.5,7,5,0
3,0.5,8,4,0
3,0.5,9,3,0
3,0.5,10,4,1
3,0.28,1,1,0
3,0.28,2,2,0
3,0.28,3,1,0
3,0.28,4,-0,0
3,0.28,5,-1,0
3,0.28,6,-2,0
3,0.28,7,-1,0
3,0.28,8,-0,0
3,0.28,9,1,0
3,0.28,10,-0,0
3,0.28,11,1,0
3,0.28,12,-0,0
3,0.28,13,-1,0
3,0.28,14,-0,0
3,0.28,15,1,0
3,0.28,16,2,0
3,0.28,17,1,0
3,0.28,18,2,0
3,0.28,19,3,0
3,0.28,20,4,0
3,0.28,21,5,0
3,0.28,22,6,0
3,0.28,23,7,0
3,0.28,24,8,1
3,0.72,1,1,0
3,0.72,2,2,0
3,0.72,3,3,0
3,0.72,4,4,0
3,0.72,5,3,0
3,0.72,6,2,0
3,0.72,7,3,0
3,0.72,8,2,0
3,0.72,9,3,0
3,0.72,10,4,0
3,0.72,11,5,0
3,0.72,12,4,0
3,0.72,13,5,0
3,0.72,14,6,0
3,0.72,15,7,0
3,0.72,16,8,0
3,0.72,17,9,0
3,0.72,18,10,1
3,0.72,1,1,0
3,0.72,2,2,0
3,0.72,3,1,0
3,0.72,4,2,0
3,0.72,5,3,0
3,0.72,6,2,0
3,0.72,7,1,0
3,0.72,8,2,0
3,0.72,9,1,0
3,0.72,10,2,0
3,0.72,11,1,0
3,0.72,12,2,0
3,0.72,13,3,0
3,0.72,14,4,0
3,0.72,15,5,0
3,0.72,16,4,0
3,0.72,17,5,0
3,0.72,18,6,0
3,0.72,19,5,0
3,0.72,20,4,0
3,0.72,21,5,0
3,0.72,22,6,0
3,0.72,23,5,1
3,0.28,1,1,0
3,0.28,2,2,0
3,0.28,3,3,0
3,0.28,4,2,0
3,0.28,5,3,0
3,0.28,6,4,0
3,0.28,7,5,0
3,0.28,8,4,0
3,0.28,9,3,0
3,0.28,10,4,0
3,0.28,11,5,1
3,0.5,1,1,0
3,0.5,2,2,0
3,0.5,3,3,0
3,0.5,4,2,0
3,0.5,5,3,0
3,0.5,6,4,0
3,0.5,7,5,0
3,0.5,8,4,0
3,0.5,9,3,1
3,0.5,1,1,0
3,0.5,2,2,0
3,0.5,3,1,0
3,0.5,4,2,0
3,0.5,5,3,0
3,0.5,6,4,0
3,0.5,7,5,0
3,0.5,8,4,1
3,0.5,1,-1,0
3,0.5,2,-2,0
3,0.5,3,-3,0
3,0.5,4,-2,0
3,0.5,5,-1,0
3,0.5,6,-2,0
3,0.5,7,-1,0
3,0.5,8,-0,0
3,0.5,9,1,0
3,0.5,10,2,0
3,0.5,11,3,0
3,0.5,12,2,0
3,0.5,13,3,0
3,0.5,14,4,0
3,0.5,15,5,0
3,0.5,16,6,0
3,0.5,17,7,1
3,0.72,1,-1,0
3,0.72,2,-2,0
3,0.72,3,-3,0
3,0.72,4,-2,0
3,0.72,5,-1,0
3,0.72,6,-2,0
3,0.72,7,-3,0
3,0.72,8,-2,0
3,0.72,9,-3,0
3,0.72,10,-2,0
3,0.72,11,-1,0
3,0.72,12,-2,0
3,0.72,13,-3,0
3,0.72,14,-4,0
3,0.72,15,-3,0
3,0.72,16,-4,0
3,0.72,17,-5,0
3,0.72,18,-4,0
3,0.72,19,-5,0
3,0.72,20,-6,0
3,0.72,21,-7,0
3,0.72,22,-8,1
3,0.5,1,-1,0
3,0.5,2,0,0
3,0.5,3,1,0
3,0.5,4,2,0
3,0.5,5,1,0
3,0.5,6,2,0
3,0.5,7,1,0
3,0.5,8,2,0
3,0.5,9,1,0
3,0.5,10,2,0
3,0.5,11,3,0
3,0.5,12,4,0
3,0.5,13,3,0
3,0.5,14,2,0
3,0.5,15,1,1
3,0.5,1,-1,0
3,0.5,2,0,0
3,0.5,3,-1,0
3,0.5,4,-2,0
3,0.5,5,-1,0
3,0.5,6,-2,0
3,0.5,7,-1,0
3,0.5,8,-2,0
3,0.5,9,-1,0
3,0.5,10,-2,0
3,0.5,11,-1,0
3,0.5,12,0,0
3,0.5,13,1,0
3,0.5,14,2,0
3,0.5,15,3,0
3,0.5,16,2,0
3,0.5,17,1,0
3,0.5,18,2,0
3,0.5,19,3,0
3,0.5,20,4,0
3,0.5,21,5,0
3,0.5,22,6,1
3,0.5,1,1,0
3,0.5,2,2,0
3,0.5,3,3,0
3,0.5,4,2,0
3,0.5,5,1,0
3,0.5,6,0,0
3,0.5,7,-1,0
3,0.5,8,0,0
3,0.5,9,1,0
3,0.5,10,0,0
3,0.5,11,-1,0
3,0.5,12,0,0
3,0.5,13,-1,0
3,0.5,14,-2,0
3,0.5,15,-1,0
3,0.5,16,-2,1
3,0.72,1,1,0
3,0.72,2,2,0
3,0.72,3,3,0
3,0.72,4,4,0
3,0.72,5,5,0
3,0.72,6,4,0
3,0.72,7,3,0
3,0.72,8,4,0
3,0.72,9,5,0
3,0.72,10,6,0
3,0.72,11,7,1
3,0.5,1,-1,0
3,0.5,2,-2,0
3,0.5,3,-3,0
3,0.5,4,-2,0
3,0.5,5,-1,0
3,0.5,6,-2,0
3,0.5,7,-3,0
3,0.5,8,-2,0
3,0.5,9,-1,0
3,0.5,10,-0,0
3,0.5,11,1,0
3,0.5,12,2,0
3,0.5,13,3,0
3,0.5,14,2,0
3,0.5,15,1,0
3,0.5,16,2,0
3,0.5,17,1,0
3,0.5,18,2,0
3,0.5,19,1,0
3,0.5,20,-0,0
3,0.5,21,-1,0
3,0.5,22,-0,0
3,0.5,23,1,0
3,0.5,24,2,0
3,0.5,25,1,0
3,0.5,26,2,0
3,0.5,27,3,0
3,0.5,28,2,0
3,0.5,29,3,1
3,0.28,1,-1,0
3,0.28,2,-2,0
3,0.28,3,-1,0
3,0.28,4,-0,0
3,0.28,5,1,0
3,0.28,6,2,0
3,0.28,7,3,0
3,0.28,8,4,0
3,0.28,9,5,1
3,0.5,1,1,0
3,0.5,2,2,0
3,0.5,3,1,0
3,0.5,4,0,0
3,0.5,5,1,0
3,0.5,6,2,0
3,0.5,7,3,0
3,0.5,8,2,0
3,0.5,9,3,0
3,0.5,10,2,0
3,0.5,11,1,0
3,0.5,12,0,0
3,0.5,13,-1,0
3,0.5,14,0,0
3,0.5,15,-1,1
3,0.5,1,1,0
3,0.5,2,0,0
3,0.5,3,1,0
3,0.5,4,2,0
3,0.5,5,3,0
3,0.5,6,4,0
3,0.5,7,3,0
3,0.5,8,4,0
3,0.5,9,3,0
3,0.5,10,2,0
3,0.5,11,3,0
3,0.5,12,4,0
3,0.5,13,3,0
3,0.5,14,4,0
3,0.5,15,5,1
3,0.72,1,1,0
3,0.72,2,2,0
3,0.72,3,1,0
3,0.72,4,2,0
3,0.72,5,3,0
3,0.72,6,2,0
3,0.72,7,3,0
3,0.72,8,4,1
3,0.72,1,1,0
3,0.72,2,2,0
3,0.72,3,1,0
3,0.72,4,2,0
3,0.72,5,3,0
3,0.72,6,4,0
3,0.72,7,5,1
3,0.5,1,-1,0
3,0.5,2,0,0
3,0.5,3,1,0
3,0.5,4,0,0
3,0.5,5,1,0
3,0.5,6,0,1
3,0.72,1,1,0
3,0.72,2,2,0
3,0.72,3,3,0
3,0.72,4,2,0
3,0.72,5,3,1
3,0.28,1,1,0
3,0.28,2,2,0
3,0.28,3,3,0
3,0.28,4,2,0
3,0.28,5,3,0
3,0.28,6,4,0
3,0.28,7,5,0
3,0.28,8,4,0
3,0.28,9,5,1
3,0.5,1,-1,0
3,0.5,2,-0,0
3,0.5,3,1,0
3,0.5,4,2,0
3,0.5,5,3,0
3,0.5,6,2,1
3,0.72,1,-1,0
3,0.72,2,0,0
3,0.72,3,1,0
3,0.72,4,0,0
3,0.72,5,-1,0
3,0.72,6,0,0
3,0.72,7,1,0
3,0.72,8,0,0
3,0.72,9,-1,0
3,0.72,10,-2,0
3,0.72,11,-1,0
3,0.72,12,0,0
3,0.72,13,1,0
3,0.72,14,2,0
3,0.72,15,1,0
3,0.72,16,2,1
3,0.28,1,1,0
3,0.28,2,0,0
3,0.28,3,-1,0
3,0.28,4,-2,0
3,0.28,5,-1,0
3,0.28,6,0,0
3,0.28,7,-1,0
3,0.28,8,-2,0
3,0.28,9,-3,0
3,0.28,10,-4,0
3,0.28,11,-5,0
3,0.28,12,-4,0
3,0.28,13,-3,0
3,0.28,14,-4,1
3,0.5,1,1,0
3,0.5,2,0,0
3,0.5,3,-1,0
3,0.5,4,0,0
3,0.5,5,1,0
3,0.5,6,0,0
3,0.5,7,1,0
3,0.5,8,2,0
3,0.5,9,1,0
3,0.5,10,2,0
3,0.5,11,1,0
3,0.5,12,0,0
3,0.5,13,1,0
3,0.5,14,0,0
3,0.5,15,1,0
3,0.5,16,2,1
3,0.72,1,1,0
3,0.72,2,2,0
3,0.72,3,3,0
3,0.72,4,4,0
3,0.72,5,5,0
3,0.72,6,4,0
3,0.72,7,5,0
3,0.72,8,6,0
3,0.72,9,5,1
3,0.28,1,1,0
3,0.28,2,2,0
3,0.28,3,3,0
3,0.28,4,2,0
3,0.28,5,3,0
3,0.28,6,2,0
3,0.28,7,3,0
3,0.28,8,2,0
3,0.28,9,3,1
3,0.5,1,1,0
3,0.5,2,0,0
3,0.5,3,1,0
3,0.5,4,2,0
3,0.5,5,3,0
3,0.5,6,4,0
3,0.5,7,5,1
3,0.28,1,1,0
3,0.28,2,2,0
3,0.28,3,3,0
3,0.28,4,4,0
3,0.28,5,5,0
3,0.28,6,6,0
3,0.28,7,7,1
3,0.72,1,1,0
3,0.72,2,2,0
3,0.72,3,1,0
3,0.72,4,0,0
3,0.72,5,1,0
3,0.72,6,0,0
3,0.72,7,1,0
3,0.72,8,0,0
3,0.72,9,-1,0
3,0.72,10,0,0
3,0.72,11,1,0
3,0.72,12,0,0
3,0.72,13,1,0
3,0.72,14,2,0
3,0.72,15,3,0
3,0.72,16,4,0
3,0.72,17,5,1
3,0.5,1,-1,0
3,0.5,2,0,0
3,0.5,3,1,0
3,0.5,4,0,0
3,0.5,5,-1,0
3,0.5,6,-2,0
3,0.5,7,-1,0
3,0.5,8,-2,0
3,0.5,9,-1,0
3,0.5,10,0,1
3,0.28,1,1,0
3,0.28,2,-0,0
3,0.28,3,1,0
3,0.28,4,2,0
3,0.28,5,3,0
3,0.28,6,2,0
3,0.28,7,3,0
3,0.28,8,4,0
3,0.28,9,5,0
3,0.28,10,6,1
3,0.72,1,1,0
3,0.72,2,2,0
3,0.72,3,1,0
3,0.72,4,2,0
3,0.72,5,1,0
3,0.72,6,2,0
3,0.72,7,1,0
3,0.72,8,0,0
3,0.72,9,1,0
3,0.72,10,2,0
3,0.72,11,3,1
3,0.5,1,1,0
3,0.5,2,0,0
3,0.5,3,1,0
3,0.5,4,2,0
3,0.5,5,1,0
3,0.5,6,0,0
3,0.5,7,-1,0
3,0.5,8,-2,0
3,0.5,9,-1,0
3,0.5,10,0,1
3,0.5,1,1,0
3,0.5,2,0,0
3,0.5,3,-1,0
3,0.5,4,-2,0
3,0.5,5,-1,0
3,0.5,6,0,0
3,0.5,7,1,0
3,0.5,8,2,1
3,0.28,1,1,0
3,0.28,2,0,0
3,0.28,3,1,0
3,0.28,4,2,0
3,0.28,5,1,0
3,0.28,6,2,0
3,0.28,7,3,1
3,0.72,1,-1,0
3,0.72,2,0,0
3,0.72,3,1,0
3,0.72,4,2,0
3,0.72,5,1,0
3,0.72,6,2,0
3,0.72,7,3,0
3,0.72,8,4,0
3,0.72,9,5,0
3,0.72,10,4,0
3,0.72,11,3,0
3,0.72,12,4,1
3,0.28,1,1,0
3,0.28,2,2,0
3,0.28,3,3,0
3,0.28,4,2,0
3,0.28,5,1,0
3,0.28,6,2,0
3,0.28,7,1,0
3,0.28,8,-0,0
3,0.28,9,1,0
3,0.28,10,-0,0
3,0.28,11,1,0
3,0.28,12,2,0
3,0.28,13,1,0
3,0.28,14,-0,0
3,0.28,15,1,0
3,0.28,16,2,0
3,0.28,17,3,0
3,0.28,18,4,0
3,0.28,19,5,0
3,0.28,20,6,0
3,0.28,21,7,1
3,0.5,1,-1,0
3,0.5,2,0,0
3,0.5,3,-1,0
3,0.5,4,0,0
3,0.5,5,1,0
3,0.5,6,2,0
3,0.5,7,3,0
3,0.5,8,2,0
3,0.5,9,1,0
3,0.5,10,2,0
3,0.5,11,3,0
3,0.5,12,4,0
3,0.5,13,3,0
3,0.5,14,4,0
3,0.5,15,5,1
3,0.72,1,1,0
3,0.72,2,2,0
3,0.72,3,1,0
3,0.72,4,0,0
3,0.72,5,1,0
3,0.72,6,2,0
3,0.72,7,1,0
3,0.72,8,0,0
3,0.72,9,-1,0
3,0.72,10,0,0
3,0.72,11,1,0
3,0.72,12,2,0
3,0.72,13,3,0
3,0.72,14,4,1
3,0.28,1,-1,0
3,0.28,2,-2,0
3,0.28,3,-1,0
3,0.28,4,-0,0
3,0.28,5,1,0
3,0.28,6,2,0
3,0.28,7,3,0
3,0.28,8,4,0
3,0.28,9,5,0
3,0.28,10,4,0
3,0.28,11,5,0
3,0.28,12,6,0
3,0.28,13,5,0
3,0.28,14,6,0
3,0.28,15,5,0
3,0.28,16,6,0
3,0.28,17,5,1
3,0.72,1,-1,0
3,0.72,2,0,0
3,0.72,3,1,0
3,0.72,4,2,0
3,0.72,5,1,0
3,0.72,6,2,0
3,0.72,7,1,0
3,0.72,8,2,0
3,0.72,9,3,0
3,0.72,10,4,0
3,0.72,11,5,1
3,0.5,1,1,0
3,0.5,2,2,0
3,0.5,3,1,0
3,0.5,4,2,0
3,0.5,5,3,0
3,0.5,6,4,0
3,0.5,7,5,0
3,0.5,8,6,1
3,0.72,1,1,0
3,0.72,2,2,0
3,0.72,3,3,0
3,0.72,4,2,0
3,0.72,5,3,0
3,0.72,6,4,0
3,0.72,7,5,0
3,0.72,8,4,0
3,0.72,9,5,1
3,0.5,1,1,0
3,0.5,2,2,0
3,0.5,3,3,0
3,0.5,4,4,0
3,0.5,5,3,0
3,0.5,6,4,1
3,0.5,1,-1,0
3,0.5,2,0,0
3,0.5,3,1,0
3,0.5,4,2,0
3,0.5,5,3,0
3,0.5,6,4,1
3,0.28,1,-1,0
3,0.28,2,-0,0
3,0.28,3,1,0
3,0.28,4,-0,0
3,0.28,5,1,0
3,0.28,6,2,0
3,0.28,7,3,0
3,0.28,8,4,0
3,0.28,9,5,1
3,0.28,1,1,0
3,0.28,2,2,0
3,0.28,3,3,0
3,0.28,4,4,0
3,0.28,5,3,0
3,0.28,6,4,0
3,0.28,7,3,0
3,0.28,8,4,0
3,0.28,9,5,0
3,0.28,10,6,0
3,0.28,11,7,1
3,0.72,1,1,0
3,0.72,2,2,0
3,0.72,3,1,0
3,0.72,4,2,0
3,0.72,5,3,0
3,0.72,6,4,0
3,0.72,7,5,0
3,0.72,8,6,1
3,0.5,1,-1,0
3,0.5,2,-2,0
3,0.5,3,-1,0
3,0.5,4,0,0
3,0.5,5,1,0
3,0.5,6,0,0
3,0.5,7,1,0
3,0.5,8,0,1
3,0.72,1,1,0
3,0.72,2,0,0
3,0.72,3,-1,0
3,0.72,4,-2,0
3,0.72,5,-1,0
3,0.72,6,0,0
3,0.72,7,1,0
3,0.72,8,2,0
3,0.72,9,3,0
3,0.72,10,2,0
3,0.72,11,3,0
3,0.72,12,4,0
3,0.72,13,3,1
3,0.28,1,1,0
3,0.28,2,2,0
3,0.28,3,3,0
3,0.28,4,4,0
3,0.28,5,3,0
3,0.28,6,4,0
3,0.28,7,5,0
3,0.28,8,6,0
3,0.28,9,7,0
3,0.28,10,8,1
3,0.5,1,1,0
3,0.5,2,0,0
3,0.5,3,-1,0
3,0.5,4,-2,0
3,0.5,5,-1,0
3,0.5,6,-2,0
3,0.5,7,-1,0
3,0.5,8,0,0
3,0.5,9,-1,0
3,0.5,10,-2,0
3,0.5,11,-3,0
3,0.5,12,-2,0
3,0.5,13,-1,0
3,0.5,14,0,0
3,0.5,15,1,0
3,0.5,16,2,0
3,0.5,17,1,0
3,0.5,18,0,0
3,0.5,19,1,0
3,0.5,20,0,0
3,0.5,21,-1,1
3,0.5,1,1,0
3,0.5,2,-0,0
3,0.5,3,1,0
3,0.5,4,2,0
3,0.5,5,1,0
3,0.5,6,2,0
3,0.5,7,1,0
3,0.5,8,2,1
3,0.5,1,1,0
3,0.5,2,0,0
3,0.5,3,1,0
3,0.5,4,0,0
3,0.5,5,1,0
3,0.5,6,2,0
3,0.5,7,3,0
3,0.5,8,2,0
3,0.5,9,3,0
3,0.5,10,2,0
3,0.5,11,3,0
3,0.5,12,2,0
3,0.5,13,3,0
3,0.5,14,4,1
3,0.28,1,-1,0
3,0.28,2,-0,0
3,0.28,3,1,0
3,0.28,4,2,0
3,0.28,5,3,0
3,0.28,6,2,0
3,0.28,7,1,0
3,0.28,8,2,0
3,0.28,9,3,0
3,0.28,10,4,0
3,0.28,11,5,1
3,0.5,1,1,0
3,0.5,2,2,0
3,0.5,3,1,0
3,0.5,4,2,0
3,0.5,5,3,0
3,0.5,6,4,0
3,0.5,7,5,0
3,0.5,8,6,1
3,0.5,1,1,0
3,0.5,2,2,0
3,0.5,3,3,0
3,0.5,4,4,0
3,0.5,5,3,0
3,0.5,6,4,0
3,0.5,7,5,0
3,0.5,8,4,0
3,0.5,9,5,0
3,0.5,10,4,0
3,0.5,11,3,1
3,0.72,1,1,0
3,0.72,2,0,0
3,0.72,3,1,0
3,0.72,4,2,0
3,0.72,5,3,0
3,0.72,6,2,0
3,0.72,7,3,0
3,0.72,8,4,0
3,0.72,9,5,1
3,0.72,1,1,0
3,0.72,2,2,0
3,0.72,3,3,0
3,0.72,4,2,0
3,0.72,5,3,0
3,0.72,6,2,0
3,0.72,7,3,0
3,0.72,8,4,0
3,0.72,9,5,0
3,0.72,10,4,1
3,0.28,1,1,0
3,0.28,2,-0,0
3,0.28,3,1,0
3,0.28,4,-0,0
3,0.28,5,1,0
3,0.28,6,2,0
3,0.28,7,3,0
3,0.28,8,2,0
3,0.28,9,1,0
3,0.28,10,2,0
3,0.28,11,1,0
3,0.28,12,2,0
3,0.28,13,3,0
3,0.28,14,4,0
3,0.28,15,3,1
3,0.28,1,1,0
3,0.28,2,2,0
3,0.28,3,1,0
3,0.28,4,2,0
3,0.28,5,3,0
3,0.28,6,4,0
3,0.28,7,5,1
3,0.5,1,-1,0
3,0.5,2,-2,0
3,0.5,3,-1,0
3,0.5,4,0,0
3,0.5,5,1,0
3,0.5,6,0,0
3,0.5,7,-1,0
3,0.5,8,-2,0
3,0.5,9,-3,0
3,0.5,10,-4,0
3,0.5,11,-3,0
3,0.5,12,-4,0
3,0.5,13,-3,0
3,0.5,14,-2,0
3,0.5,15,-1,0
3,0.5,16,0,0
3,0.5,17,-1,0
3,0.5,18,-2,0
3,0.5,19,-1,0
3,0.5,20,-2,0
3,0.5,21,-3,1
3,0.5,1,-1,0
3,0.5,2,-0,0
3,0.5,3,-1,0
3,0.5,4,-0,0
3,0.5,5,1,0
3,0.5,6,2,0
3,0.5,7,1,0
3,0.5,8,2,1
3,0.28,1,-1,0
3,0.28,2,-0,0
3,0.28,3,-1,0
3,0.28,4,-0,0
3,0.28,5,1,0
3,0.28,6,2,0
3,0.28,7,3,1
3,0.28,1,1,0
3,0.28,2,2,0
3,0.28,3,3,0
3,0.28,4,2,0
3,0.28,5,3,0
3,0.28,6,4,0
3,0.28,7,5,0
3,0.28,8,6,1
3,0.5,1,1,0
3,0.5,2,-0,0
3,0.5,3,-1,0
3,0.5,4,-0,0
3,0.5,5,1,0
3,0.5,6,-0,1
3,0.28,1,1,0
3,0.28,2,2,0
3,0.28,3,3,0
3,0.28,4,4,0
3,0.28,5,5,0
3,0.28,6,6,1
3,0.5,1,-1,0
3,0.5,2,0,0
3,0.5,3,-1,0
3,0.5,4,0,0
3,0.5,5,1,0
3,0.5,6,2,0
3,0.5,7,3,0
3,0.5,8,4,0
3,0.5,9,5,1
3,0.28,1,1,0
3,0.28,2,2,0
3,0.28,3,1,0
3,0.28,4,2,0
3,0.28,5,3,0
3,0.28,6,4,0
3,0.28,7,5,0
3,0.28,8,6,1
3,0.5,1,1,0
3,0.5,2,2,0
3,0.5,3,3,0
3,0.5,4,4,1
3,0.72,1,1,0
3,0.72,2,2,0
3,0.72,3,3,0
3,0.72,4,4,0
3,0.72,5,3,0
3,0.72,6,4,1
3,0.5,1,-1,0
3,0.5,2,0,0
3,0.5,3,-1,0
3,0.5,4,0,0
3,0.5,5,1,0
3,0.5,6,2,0
3,0.5,7,3,1
3,0.72,1,1,0
3,0.72,2,2,0
3,0.72,3,3,0
3,0.72,4,4,0
3,0.72,5,5,0
3,0.72,6,6,1
3,0.28,1,1,0
3,0.28,2,2,0
3,0.28,3,3,0
3,0.28,4,4,0
3,0.28,5,5,0
3,0.28,6,6,0
3,0.28,7,5,1
3,0.72,1,-1,0
3,0.72,2,0,0
3,0.72,3,-1,0
3,0.72,4,0,0
3,0.72,5,1,0
3,0.72,6,0,0
3,0.72,7,1,1
3,0.28,1,-1,0
3,0.28,2,0,0
3,0.28,3,1,0
3,0.28,4,0,0
3,0.28,5,1,0
3,0.28,6,0,1
3,0.72,1,-1,0
3,0.72,2,0,0
